

IMG_20221006_130048_jpg.rf.2453a77d4ea76fa0bb8d0e2c733debd7.jpg,337,1,640,477,Cirrus
IMG_20221006_130048_jpg.rf.2453a77d4ea76fa0bb8d0e2c733debd7.jpg,347,28,640,476,Cirrus
IMG_20221006_130048_jpg.rf.2453a77d4ea76fa0bb8d0e2c733debd7.jpg,353,156,639,497,Cirrus

IMG_20221007_170049_jpg.rf.4a0840be69a2867135f409abe9041135.jpg,349,310,553,516,Cirrus
IMG_20221007_170049_jpg.rf.4a0840be69a2867135f409abe9041135.jpg,397,346,640,550,Cirrus
IMG_20221007_170049_jpg.rf.4a0840be69a2867135f409abe9041135.jpg,411,370,639,562,Cirrus






IMG_20221103_090048_jpg.rf.08da137acb160a3939f290fb1203b861.jpg,357,1,425,162,LongLived
IMG_20221103_090048_jpg.rf.08da137acb160a3939f290fb1203b861.jpg,388,0,487,188,LongLived
IMG_20221103_080048_jpg.rf.5f620b9817363d9ab01200bafd201e6a.jpg,294,0,487,393,LongLived
IMG_20221103_080048_jpg.rf.5f620b9817363d9ab01200bafd201e6a.jpg,244,0,413,400,LongLived
IMG_20221103_080048_jpg.rf.5f620b9817363d9ab01200bafd201e6a.jpg,286,0,449,395,LongLived
IMG_20221103_080048_jpg.rf.5f620b9817363d9ab01200bafd201e6a.jpg,341,1,429,206,LongLived


IMG_20221202_070049_jpg.rf.9d3064ba7653743bab20bd02e6eb8db5.jpg,177,1,565,565,Cirrus
IMG_20221108_080048_jpg.rf.83d9b1e8b5eda3d5ef1deb717742b9e7.jpg,177,385,239,597,Cirrus
IMG_20221108_080048_jpg.rf.83d9b1e8b5eda3d5ef1deb717742b9e7.jpg,314,422,392,604,Cirrus
IMG_20221108_080048_jpg.rf.83d9b1e8b5eda3d5ef1deb717742b9e7.jpg,331,350,501,630,Cirrus
IMG_20221108_080048_jpg.rf.83d9b1e8b5eda3d5ef1deb717742b9e7.jpg,450,250,639,454,Cirrus
IMG_20220921_170049_jpg.rf.7c09d220f245fc22ec6469ac27f9553f.jpg,1,179,187,470,Cirrus
20220902_180041_jpg.rf.18a09860f90b493ed6f8b4cb059379af.jpg,131,403,384,515,Cirrus
IMG_20221204_120049_jpg.rf.01b421726f5cde71be5915408528eeb3.jpg,0,431,230,594,LongLived
IMG_20221204_120049_jpg.rf.01b421726f5cde71be5915408528eeb3.jpg,0,0,368,613,Cirrus
IMG_20221204_120049_jpg.rf.01b421726f5cde71be5915408528eeb3.jpg,343,466,425,628,LongLived
2022-08-11_13_00_33_jpg.rf.850d2d7996a64aea4553d62f4b755c54.jpg,186,420,267,554,LongLived
2022-08-11_13_00_33_jpg.rf.850d2d7996a64aea4553d62f4b755c54.jpg,348,62,455,193,Cirrus

IMG_20221016_140048_jpg.rf.7035959ee1ea5f747d13f50de0f87642.jpg,1,212,234,633,Cirrus

20220902_180520_032_01_jpg.rf.b14ff7105c23b62a3f94acf10c974eb2.jpg,191,313,633,523,Cirrus
2022-08-02_09_00_08_jpg.rf.df850408a3237e169374bc88e18b5e10.jpg,365,319,473,496,LongLived
IMG_20221012_110048_jpg.rf.a47a2313273091b20a6481be3ae63536.jpg,433,81,640,398,Cirrus
IMG_20221012_110048_jpg.rf.a47a2313273091b20a6481be3ae63536.jpg,450,301,637,497,Cirrus
IMG_20221012_130048_jpg.rf.fa7d5c37b31b1c21efd569d393d6e60e.jpg,226,0,494,469,Cirrus
IMG_20221012_130048_jpg.rf.fa7d5c37b31b1c21efd569d393d6e60e.jpg,259,1,504,463,LongLived
2022-07-31_09_00_08_jpg.rf.9ff369fc02d16597745289734a7e0737.jpg,426,293,550,478,Cirrus
2022-07-31_09_00_08_jpg.rf.9ff369fc02d16597745289734a7e0737.jpg,488,275,615,426,Cirrus
2022-07-31_09_00_08_jpg.rf.9ff369fc02d16597745289734a7e0737.jpg,358,492,445,583,Cirrus
2022-07-31_09_00_08_jpg.rf.9ff369fc02d16597745289734a7e0737.jpg,499,380,639,523,Cirrus
2022-07-31_09_00_08_jpg.rf.9ff369fc02d16597745289734a7e0737.jpg,505,564,608,612,Cirrus
IMG_20221108_060052_jpg.rf.dee89f8d388b77eb43abce23af93ff85.jpg,113,4,221,521,LongLived
2022-08-27_08_00_35_jpg.rf.ff242b1f5a43216c389a2e0d02c1ee35.jpg,299,304,342,383,LongLived
2022-08-27_07_00_35_jpg.rf.e4e8a4523d68d641992cbff04ea7d044.jpg,207,249,383,530,LongLived
2022-08-27_07_00_35_jpg.rf.e4e8a4523d68d641992cbff04ea7d044.jpg,190,375,340,585,LongLived
2022-08-13_20_00_34_jpg.rf.ca18f62b8393fd9a67a60e4826d7f446.jpg,468,1,596,247,Cirrus
2022-08-13_20_00_34_jpg.rf.ca18f62b8393fd9a67a60e4826d7f446.jpg,120,444,203,588,Cirrus
2022-08-13_20_00_34_jpg.rf.ca18f62b8393fd9a67a60e4826d7f446.jpg,547,178,640,306,Cirrus
IMG_20220917_080048_jpg.rf.b8f39cdf547362394e59f3a0d7f12807.jpg,342,156,640,540,Cirrus
IMG_20221124_110049_jpg.rf.d0b52bcdb6c81c01a3d8ccc7faa1c2e3.jpg,365,0,546,381,LongLived
IMG_20221124_110049_jpg.rf.d0b52bcdb6c81c01a3d8ccc7faa1c2e3.jpg,423,433,640,595,LongLived
IMG_20221124_110049_jpg.rf.d0b52bcdb6c81c01a3d8ccc7faa1c2e3.jpg,443,269,640,448,Cirrus
IMG_20221124_110049_jpg.rf.d0b52bcdb6c81c01a3d8ccc7faa1c2e3.jpg,0,456,286,634,Cirrus

2022-08-06_09_00_08_jpg.rf.ef54529d88f92e058f8bbd769c86e155.jpg,51,127,144,308,Cirrus
2022-08-06_09_00_08_jpg.rf.ef54529d88f92e058f8bbd769c86e155.jpg,1,122,102,335,Cirrus

